grecord_,name,kgra,wellspring,api,waringno,country,state,county,latitude,longitude,t,r,sec,qsections,bmeridian,mreference,geoprovinc,localityin,sourcetype,pcollect,samplenum,cdate,collector,blank,deposits,treatment,lithology,sampleinfo,sampleinfa,adate,analyst,units,ameas,temp,dtemp,flow,amtemp,depth,gradient,whpressure,pressure1,pressure2,pressure3,steamflow,tflowenth,ph,phtemp,gravity,conductanc,alkalinity,tds,tss,ag,al,as,au,b,ba,be,bi,br,ca,camg,cd,cl,co,co3,cr,cs,cu,f,fe3,fetotal,ga,ge,hco3,hg,h2s,i,k,li,mg,mn,mo,na,nak,nb,nh4,ni,no3,pb,po4,rb,s,sb,sc,se,sio2,sn,so4,sr,ta,ti,u,v,w,zn,dwater,owater18,oso418,sh2s34,sh2s34rev,c13co2,tritium,c14ofc02,otheradata,qualifinfo,reference,rorganizat
73195,VALLEY VIEW HOT SPRINGS: SPRING A,,,,,UNITED STATES,COLORADO,SAGUACHE,38-11.53 N,105-48.82 W,46N,010E,36,NW OF SE,,VALLEY VIEW HOT SPRINGS 1:24000,,LOCATED APPROX. 300 FEET EAST OF OLD SWIMMING POOL.,SPRING,,,1976/01/00,,,,,,,,,,MG/L,HCO3,35.0,,,,,,,,,,,,6.8,,,385.0,124.0,243.0,,,,,,0.007,,,,,50.0,,,1.1,,,,,,0.3,,0.01,,,124.0,,,,2.7,,14.0,,,3.9,,,,,0.17,,0.09,,,,,,20.0,,89.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73197,VALLEY VIEW HOT SPRINGS: SPRING B,,,,,UNITED STATES,COLORADO,SAGUACHE,38-11.52 N,105-48.83 W,46N,010E,36,NW OF SE,,VALLEY VIEW HOT SPRINGS 1:24000,,LOCATED 150 FEET SOUTHWEST OF SPRING A,SPRING,,,1975/06/00,,,,,,,,,,MG/L,HCO3,32.0,,,,,,,,,,,,,,,350.0,128.0,234.0,,,,0.002,,0.008,,,,,46.0,,,2.6,,,,,,0.3,,0.02,,,128.0,,,,2.2,0.01,14.0,,,3.7,,,,,0.22,,0.03,,,,,,19.0,,82.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73198,VALLEY VIEW HOT SPRINGS: SPRING D,,,,,UNITED STATES,COLORADO,SAGUACHE,38-11.38 N,105-48.58 W,46N,010E,36,,,VALLEY VIEW HOT SPRINGS 1:24000,,LOCATED 1200 FEET SOUTHEAST OF SPRING A AND 300 FEET UP THE HILLSIDE.,SPRING,,,1975/10/00,,L/MIN,,,,,,,,MG/L,HCO3,34.0,,,,,,,,,,,,6.0,,,360.0,122.0,229.0,,,,0.001,,0.009,,,,,49.0,,,1.8,,,,,,0.5,,0.01,,,122.0,,,,2.4,0.01,12.0,0.01,,3.2,,,,,0.12,,,,,,,,17.0,,82.0,,,,,,,0.01,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73199,VALLEY VIEW HOT SPRINGS: SPRING D,,,,,UNITED STATES,COLORADO,SAGUACHE,38-11.38 N,105-48.58 W,46N,010E,36,,,VALLEY VIEW HOT SPRINGS 1:24000,,LOCATED 1200 FEET SOUTHEAST OF SPRING A AND 300 FEET UP THE HILLSIDE.,SPRING,,,1976/01/00,,L/MIN,,,,,,,,MG/L,HCO3,35.0,,,,,,,,,,,,6.5,,,360.0,124.0,247.0,,,,,,0.02,,,,,51.0,,,2.5,,,,,,0.2,,0.06,,,124.0,,,,2.8,,13.0,0.01,,4.3,,,,,0.17,,,,,,,,18.0,,93.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73196,VALLEY VIEW HOT SPRINGS: SPRING A,,,,,UNITED STATES,COLORADO,SAGUACHE,38-11.53 N,105-48.82 W,46N,010E,36,NW OF SE,,VALLEY VIEW HOT SPRINGS 1:24000,,LOCATED APPROX. 300 FEET EAST OF OLD SWIMMING POOL.,SPRING,,,1976/04/00,,,,,,,,,,MG/L,HCO3,36.0,,,,,,,,,,,,7.5,,,381.0,125.0,234.0,,,,,,0.31,,,,,50.0,,,0.9,,,,,,0.7,,0.01,,,125.0,,,,2.8,,14.0,0.01,,3.3,,,,,0.14,,0.03,,,,,,20.0,,80.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73193,VALLEY VIEW HOT SPRINGS: SPRING A,,,,,UNITED STATES,COLORADO,SAGUACHE,38-11.53 N,105-48.82 W,46N,010E,36,NW OF SE,,VALLEY VIEW HOT SPRINGS 1:24000,15,LOCATED APPROX. 300 FEET EAST OF OLD SWIMMING POOL,SPRING,,,1975/06/00,,,,,,,,,,MG/L,HCO3,37.0,,,,,,,,,,,,,,,390.0,120.0,252.0,,,0.01,0.001,,0.008,0.074,,,,51.0,,,0.8,,,,,0.001,0.4,,0.01,,,120.0,,,,2.5,,15.0,0.02,,3.5,,,,,0.57,0.002,0.03,,,,,,21.0,,96.0,0.5,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
421,WAGON WHEEL GAP HOT SPRINGS,,,,,UNITED STATES,COLORADO,MINERAL,37-45.00 N,106-49.25 W,,,,,,,,,SPRING,,,,,L/MIN,,,,,,1968/09/00,,,,57.0,,189.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,65.0,,,231.0,,,,,,,,,,,976.0,,,,46.0,,,,,462.0,,,,,,,,,,,,,86.0,,165.0,,,,,,,,,,,,,,,,,,"MALLORY AND BARNETT, 1973",U.S. GEOLOGICAL SURVEY
73207,WAGON WHEEL GAP HOT SPRINGS: CFI SPRING,,,,,UNITED STATES,COLORADO,MINERAL,37-41.03 N,106-49.78 W,40N,001E,02,NW OF NE,,SPAR CITY 1:24000,,,SPRING,,,1976/04/00,,L/MIN,,,,,,,,MG/L,HCO3,50.0,,121.0,,,,,,,,,,6.4,,,2330.0,1030.0,1470.0,,,,,,2.6,,,,,68.0,,,190.0,,,,,,8.5,,0.17,,,1030.0,,,,46.0,,15.0,0.54,,430.0,,,,,0.02,,0.25,,,,,,67.0,,130.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",U.S. GEOLOGICAL SURVEY
73205,WAGON WHEEL GAP HOT SPRINGS: CFI SPRING,,,,,UNITED STATES,COLORADO,MINERAL,37-41.03 N,106-49.78 W,40N,001E,02,NW OF NE,,SPAR CITY 1:24000,,,SPRING,,,1975/10/00,,L/MIN,,,,,,,,MG/L,HCO3,51.0,,189.0,,,,,,,,,,6.4,,,2400.0,1020.0,1520.0,,,,0.002,,2.5,,,,,68.0,,,200.0,,,,,,6.3,,0.25,,,1020.0,0.0001,,,47.0,2.0,15.0,0.53,,460.0,,,,,0.03,,0.06,,,,,,68.0,,150.0,,,,,,,0.002,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73201,WAGON WHEEL GAP HOT SPRINGS: 4UR RANCH SPRING,,,,,UNITED STATES,COLORADO,MINERAL,37-41.10 N,106-49.78 W,41N,001E,35,SE OF SE,,SPAR CITY 1:24000,,,SPRING,,,1975/10/00,,L/MIN,,,,,,,,MG/L,HCO3,57.0,,,,,,,,,,,,7.0,,,2400.0,1040.0,1580.0,,,0.11,0.021,,2.5,0.16,,,,61.0,,,200.0,,,,,0.003,6.6,,0.03,,,1040.0,,,,51.0,2.2,15.0,0.31,,480.0,,,,,0.01,0.03,0.06,,,,,,81.0,,170.0,3.4,,,,,,0.02,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73206,WAGON WHEEL GAP HOT SPRINGS: CFI SPRING,,,,,UNITED STATES,COLORADO,MINERAL,37-41.03 N,106-49.78 W,40N,001E,02,NW OF NE,,SPAR CITY 1:24000,,,SPRING,,,1976/01/00,,L/MIN,,,,,,,,MG/L,HCO3,48.0,,114.0,,,,,,,,,,6.5,,,2360.0,1020.0,1540.0,,,,,,1.3,,,,,66.0,,,200.0,,,,,,6.8,,0.12,,,1020.0,,,,46.0,,15.0,0.56,,450.0,,,,,0.04,,0.18,,,,,,88.0,,160.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73202,WAGON WHEEL GAP HOT SPRINGS: 4UR RANCH SPRING,,,,,UNITED STATES,COLORADO,MINERAL,37-41.10 N,106-49.78 W,41N,001E,35,SE OF SE,,SPAR CITY 1:24000,,,SPRING,,,1976/01/00,,L/MIN,,,,,,,,MG/L,HCO3,55.0,,,,,,,,,,,,7.0,,,2240.0,1010.0,1550.0,,,,,,1.3,,,,,60.0,,,200.0,,,,,,6.7,,0.01,,,1010.0,,,,48.0,,14.0,0.32,,460.0,,,,,0.01,,0.21,,,,,,90.0,,170.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73203,WAGON WHEEL GAP HOT SPRINGS: 4UR RANCH SPRING,,,,,UNITED STATES,COLORADO,MINERAL,37-41.10 N,106-49.78 W,41N,001E,35,SE OF SE,,SPAR CITY 1:24000,,,SPRING,,,1976/04/00,,L/MIN,,,,,,,,MG/L,HCO3,57.0,,106.0,,,,,,,,,,6.7,,,2200.0,1020.0,1620.0,,,,,,2.6,,,,,66.0,,,200.0,,,,,,7.6,,,,,1020.0,,,,48.0,,15.0,0.3,,490.0,,,,,,,0.31,,,,,,84.0,,200.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",U.S. GEOLOGICAL SURVEY
73204,WAGON WHEEL GAP HOT SPRINGS: CFI SPRING,,,,,UNITED STATES,COLORADO,MINERAL,37-41.03 N,106-49.78 W,40N,001E,02,NW OF NE,,SPAR CITY 1:24000,,,SPRING,,,1975/08/00,,L/MIN,,,,,,,,MG/L,HCO3,50.0,,114.0,,,,,,,,,,,,,2800.0,1020.0,1510.0,,,0.06,,,2.6,0.12,,,,67.0,,,200.0,,,,,0.003,7.0,,0.21,,,1020.0,,,,48.0,1.8,16.0,0.56,,450.0,,,,,0.01,0.01,0.15,,,,,,74.0,,140.0,2.1,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73211,WAUNITA HOT SPINNGS: SPRING C,,,,,UNITED STATES,COLORADO,GUNNISON,38-30.83 N,106-30.45 W,49N,004E,11,SW OF SW,,PITKIN 1:24000,,,SPRING,,,1976/04/00,,L/MIN,,,,,,,,MG/L,HCO3,77.0,,189.0,,,,,,,,,,7.9,,,756.0,133.0,575.0,,,,,,0.06,,,,,5.8,,,16.0,,,,,,20.0,,0.01,,,133.0,,,,10.0,,7.3,0.01,,150.0,,,,,0.01,,0.15,,,,,,120.0,,180.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",U.S. GEOLOGICAL SURVEY
415,WAUNITA HOT SPRINGS,,,,,UNITED STATES,COLORADO,GUNNISON,38-31.00 N,106-29.10 W,,,,,,,,,SPRING,,,,,L/MIN,,,,,,1912/00/00,,,,70.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,27.0,,,,,,,,,,,175.0,,,,2.5,,,,,155.0,,,,,,,,,,,,,86.0,,182.0,,,,,,,,,,,,,,,,,,"GEORGE AND OTHERS, 1920",U.S. GEOLOGICAL SURVEY
73210,WAUNITA HOT SPRINGS: SPRING C,,,,,UNITED STATES,COLORADO,GUNNISON,38-30.83 N,106-30.45 W,49N,004E,11,SW OF SW,,PITKIN 1:24000,,,SPRING,,,1976/01/00,,L/MIN,,,,,,,,MG/L,HCO3,77.0,,208.0,,,,,,,,,,8.5,,,766.0,119.0,613.0,,,,,,0.06,,,,,11.0,,,15.0,,9.0,,,,19.0,,0.01,,,119.0,,,,9.8,,0.3,,,160.0,,,,,0.01,,0.12,,,,,,140.0,,190.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73209,WAUNITA HOT SPRINGS: SPRING C,,,,,UNITED STATES,COLORADO,GUNNISON,38-30.83 N,106-30.45 W,49N,004E,11,SW OF SW,,PITKIN 1:24000,,,SPRING,,,1975/10/00,,L/MIN,,,,,,,,MG/L,HCO3,80.0,,114.0,,,,,,,,,,8.4,,,796.0,119.0,579.0,,,,0.002,,0.06,,,,,5.9,,,15.0,,11.0,,,,18.0,,0.03,,,119.0,,,,10.0,0.22,,0.005,,160.0,,,,,,,0.03,,,,,,110.0,,190.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73212,WAUNITA HOT SPRINGS: SPRING D,,,,,UNITED STATES,COLORADO,GUNNISON,38-30.83 N,106-30.47 W,49N,004E,11,SW OF SW,,PITKIN 1:24000,,,SPRING,,,1975/07/00,,,,,,,,,,MG/L,HCO3,54.0,,,,,,,,,,,,,,,770.0,132.0,594.0,,,,,,0.07,,,,,6.0,,,15.0,,,,,,18.0,,0.01,,,132.0,,,,10.0,0.21,,,,160.0,,,,,0.01,,0.06,,,,,,130.0,,190.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",U.S. GEOLOGICAL SURVEY
73208,WAUNITA HOT SPRINGS: SPRING C,,,,,UNITED STATES,COLORADO,GUNNISON,38-30.83 N,106-30.45 W,49N,004E,11,SW OF SW,,PITKIN 1:24000,,,SPRING,,,1975/07/00,,,,,,,,,,MG/L,HCO3,78.0,,,,,,,,,,,,,,,720.0,129.0,557.0,,,0.11,,,0.07,0.11,,,,11.0,,,15.0,,,,,0.003,17.0,,0.04,,,129.0,,,,10.0,0.2,0.2,,,150.0,,,,,0.02,0.004,0.15,,,,,,110.0,,180.0,0.24,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73214,WAUNITA HOT SPRINGS: SPRING B,,,,,UNITED STATES,COLORADO,GUNNISON,38-30.83 N,106-30.45 W,49N,004E,11,SW OF SW,,PITKIN 1:24000,,LOCATED  75 FEET FROM SPRING A ALONG CREEK.,SPRING,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73213,WAUNITA HOT SPRINGS: SPRING A,,,,,UNITED STATES,COLORADO,GUNNISON,38-30.83 N,106-30.45 W,49N,004E,11,SW OF SW,,PITKIN 1:24000,,LOCATED IN ROCK SHED IN FRONT OF LODGE.,SPRING,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73221,WELLSVILLE WARM SPRING,,,,,UNITED STATES,COLORADO,CHAFFEE,38-29.12 N,105-54.60 W,49N,010E,18,,,HOWARD 1:62500,,,SPRING,,,1975/06/00,,,,,,,,,,MG/L,HC03,32.0,,,,,,,,,,,,,,,670.0,304.0,470.0,,,0.04,0.01,,0.1,0.11,,,,79.0,,,61.0,,,,,0.0007,0.5,,0.02,,,,,,,6.2,0.11,24.0,0.005,,51.0,,,,,0.27,0.004,0.06,,,,,,32.0,,65.0,0.4,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73224,WELLSVILLE WARM SPRING,,,,,UNITED STATES,COLORADO,CHAFFEE,38-29.12 N,105-54.60 W,49N,010E,18,,,HOWARD 1:62500,,,SPRING,,,1976/04/00,,L/MIN,,,,,,,,MG/L,HCO3,28.0,,757.0,,,,,,,,,,7.2,,,809.0,328.0,482.0,,,,,,0.09,,,,,76.0,,,62.0,,,,,,,,,,,328.0,,,,6.3,,26.0,,,52.0,,,,,0.2,,0.06,,,,,,31.0,,65.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73223,WELLSVILLE WARM SPRING,,,,,UNITED STATES,COLORADO,CHAFFEE,38-29.12 N,105-54.60 W,49N,010E,18,,,HOWARD 1:62500,,,SPRING,,,1976/01/00,,L/MIN,,,,,,,,MG/L,HCO3,28.0,,662.0,,,,,,,,,,7.1,,,816.0,328.0,482.0,,,,,,0.1,,,,,81.0,,,63.0,,,,,,0.6,,,,,328.0,,,,6.3,,25.0,,,49.0,,,,,0.33,,0.03,,,,,,31.0,,63.0,,,,,,,,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
73222,WELLSVILLE WARM SPRING,,,,,UNITED STATES,COLORADO,FREMONT,38-29.12 N,105-54.60 W,49N,010E,18,,,HOWARD 1:62500,15,,SPRING,,,1975/10/00,,L/MIN,,,,,,,,MG/L,HCO3,33.0,,606.0,,,,,,,,,,7.0,,,760.0,322.0,484.0,,,,0.009,,0.1,,,,,76.0,,,62.0,,,,,,0.9,,0.06,,,322.0,,,,6.1,0.1,27.0,0.01,,50.0,,,,,0.26,,,,,,,,30.0,,72.0,,,,,,,0.01,,,,,,,,,,,"BARRETT AND PEARL, 1976",COLORADO GEOLOGICAL SURVEY
15733,YOUNG LIFE GROUP CAMP WELL,,,,,UNITED STATES,COLORADO,CHAFFEE,38-43.95 N,106-10.10 W,15S,079E,24,NW OF SE,,,,,WELL,,,1974/09/18,,,,,,WATER USED IN SPA; SAMPLE FROM CISTERN.,,,,,,65.0,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'CONNELL AND KAUFMAN, 1976",U.S. GEOLOGICAL SURVEY
16065,BARKER SPRING,,,,,UNITED STATES,GEORGIA,UPSON,32-26.0  N,084-26.0  W,,,,,,,,SUNSET VILLAGE 1:24000,SPRING,,5,1935/06/12,,,,,,SPRING ISSUES IN A SWIMMING POOL.,,,"LAMAR, W.L.",PPM,,23.0,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,19.0,,,1.6,,,,,,,,0.01,,,116.0,,,,3.0,,11.0,,,2.8,,,,,,,,,,,,,23.0,,4.9,,,,,,,,,,,,,,,,,,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
16064,BARKER SPRING,,,,,UNITED STATES,GEORGIA,UPSON,32-55.2  N,084-26.0  W,,,,,,SUNSET VILLAGE 1:24000,,"ON STATE HWY 74, 7 MILES WNW OF THOMASTON, GA.",SPRING,,5,1934/03/23,,,,,,SPRING ISSUES IN A SWIMMING POOL.,,,"LAMAR, W.L.",PPM,,23.0,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,19.0,,,1.5,,,,,,,,0.02,,,114.0,,,,3.4,,11.0,,,2.4,,,,,,,,,,,,,16.0,,4.4,,,,,,,,,,,,,,,,,,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
16001,"BARNES, B. JEWETT",,908,,,UNITED STATES,GEORGIA,MERIWETHER,32-54.40 N,084-43.27 W,,,,,,WARM SPRINGS 1:24000,,ALTITUDE 27 M.,WELL,,908,1975/12/10,,L/MIN,,,SNELSON GRANITE,HOUSEHOLD USE.,,,,,,17.6,,132.0,,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HOBBA AND OTHERS, 1977",U.S. GEOLOGICAL SURVEY
16000,"BAXLEY, ANDY",,,,,UNITED STATES,GEORGIA,MERIWETHER,32-54.22 N,084-42.97 W,,,,,,WARM SPRINGS 1:24000,,ALTITUDE 256 M.,WELL,,909,1975/12/10,,,,,CAROLINA GNEISS,,,1975/12/10,,MG/L,HCO3,17.0,,,,32.0,,,,,,,,7.02,,,158.0,94.0,,,,0.001,0.0002,,0.02,,,,0.017,19.0,,,1.8,,,,,,0.3,,0.1,,,94.0,,0.02,,3.5,,3.4,0.07,,10.0,,,0.08,,0.1,,0.13,,,,,0.001,31.0,,6.3,0.1,,,,,,0.03,,,,,,,,,,,"HOBBA AND OTHERS, 1977",U.S. GEOLOGICAL SURVEY
16059,BROWN'S SPRING,,,,,UNITED STATES,GEORGIA,MERIWETHER,,,,,,,,WARM SPRINGS 1:62500,,"4 MILES ENE OF MANCHESTER, GA.",SPRING,,3,1935/06/14,,L/MIN,,,,"3 SOURCES OF WATER, MAIN, SOURCE IS 5FT DIAMETER POOL.",,,"LAMAR, W.L.",PPM,,20.0,,85.0,,,,,,,,,,,,,,,144.0,,,,,,,,,,,27.0,,,1.8,,,,,,,,0.03,,,143.0,,,,4.4,,11.0,,,3.1,,,,,0.06,,,,,,,,28.0,,5.1,,,,,,,,,,,,,,,,,DISCHARGE RANGES FROM 15-30 GPM,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
16058,BROWN'S SPRING,,,,,UNITED STATES,GEORGIA,MERIWETHER,,,,,,,,WARM SPRINGS 1:62500,,"4 MILES ENE OF MANCHESTER, GA.",SPRING,,3,1933/12/08,,L/MIN,,,,"3 SOURCES OF WATER, MAIN SOURCE IS 5FT DIAMETER POOL.",,,"LAMAR, W.L.",PPM,,21.0,,85.0,,,,,,,,,,,,,,,144.0,,,,,,,,,,,27.0,,,1.8,,,,,,,,0.03,,,144.0,,,,4.3,,10.0,,,2.8,,,,,,,,,,,,,25.0,,4.9,,,,,,,,,,,,,,,,,DISCHARGE RANGES FROM 15-30 GPM.,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
16002,JAMES PHILLIPS WELL,,,,,UNITED STATES,GEORGIA,MERIWETHER,32-53.13 N,084-43.12 W,,,,,,WARM SPRINGS 1:24000,,"ALTITUDE 288 M, SPRING ON HILLSIDE.",WELL,,907,1975/12/10,,L/MIN,,,MANCHESTER SCHIST (?),HOUSEHOLD USE.,,,,MG/L,HCO3,33.8,,379.0,,73.0,,,,,,,,6.42,,,100.0,64.0,,,,0.001,0.0002,,,,,,0.013,12.0,,,1.2,,,,,,0.1,,,,,64.0,,,,4.0,,8.4,,,1.0,,,0.05,,0.1,,0.04,,,,,0.001,21.0,,5.7,,,,,,,,,-4.3,,,,-16.4,-1.0,,,,"HOBBA AND OTHERS, 1977",U.S. GEOLOGICAL SURVEY
15215,LIFSEY WARM SPRING,,,,1,UNITED STATES,GEORGIA,PIKE,33-02.22 N,084-22.44 W,,,,,,ZEBALON 1:24000,PIEDMONT,,SPRING,CONCRETE POOL,,1935/06/12,,L/MIN,,,,,,,"LAMAR, W. L.",PPM,,26.0,,314.0,,,,,,,,,,,,,,,141.0,,,,,,,,,,,23.0,,,1.8,,,,,,0.1,,0.01,,,137.0,,,,3.2,,11.0,,,7.4,,,,,0.15,,,,,,,,30.0,,5.6,,,,,,,,,,,,,,,,,,"HEWETT AND CRICKWAY, 1937","GRUY FEDERAL, INC"
16057,PARKMAN SPRING,,,,,UNITED STATES,GEORGIA,MERIWETHER,32-51.7  N,084-39.0  W,,,,,,SHILOH 1:24000,,SPRING IS OFTEN FLOODED BY PARKMAN'S POND,SPRING,,,1933/12/10,,L/MIN,,,SPARKS SCHIST,SAMPLE PROBABLY CONTAMINATED BY SURFACE WATER,,,"LAMAR, W.L.",PPM,,25.0,,284.0,,,,,,,,,,,,,,,114.0,,,,,,,,,,,19.0,,,2.0,,,,,,,,0.03,,,111.0,,,,2.5,,11.0,,,2.6,,,,,0.05,,,,,,,,21.0,,5.1,,,,,,,,,,,,,,,,,DISCHARGE 50-100 GPM.,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
16003,SOUTH SPRING,,,,,UNITED STATES,GEORGIA,MERIWETHER,32-52.93 N,084-40.38 W,,,,,,WARM SPRINGS 1:24000,,ALTITUDE 268 M.,SPRING,,905,1975/12/08,,L/MIN,,,HOLLIS QUARTZITE,INDUSTRIAL USE.,,1975/12/08,,MG/L,,17.7,,1022.0,,,,,,,,,,4.0,,,50.0,,,,,0.015,0.0002,,,,,,0.011,0.3,,,1.2,,,,,,,,,,,,,,,0.6,,0.2,,,0.9,,,0.09,,0.2,,,,,,,0.001,7.5,,0.4,,,,,,,,,-4.4,,,,-30.1,34.6,,,,"HOBBA AND OTHERS, 1977",U.S. GEOLOGICAL SURVEY
16049,SOUTH SPRING,,,,,UNITED STATES,GEORGIA,MERIWETHER,32-52.93 N,084-40.38 W,,,,,,WARM SPRINGS 1:24000,,ALTITUDE 268 M.,SPRING,,,1976/05/05,,L/MIN,,,HOLLIS QUARTZITE,,,,,MG/L,HCO3,17.8,,927.0,,,,,,,,,,4.9,,,50.0,2.0,,,,0.008,0.0002,,,,,,,0.2,,,1.4,,,,,,,,,,,2.0,,,,0.5,,0.1,,,0.8,,,,,0.3,,0.01,,,,,0.001,6.5,,0.4,,,,,,,,,-5.2,,,,-24.3,30.0,,,,"HOBBA AND OTHERS, 1977",U.S. GEOLOGICAL SURVEY
15214,TAYLOR,,,,2,UNITED STATES,GEORGIA,PIKE,33-01.08 N,084-19.62 W,,,,,,ZEBALON 1:24000,PIEDMONT,,SPRING,,7,1935/06/15,,L/MIN,,,,,,,"LAMAR, W. L.",PPM,HCO3,24.0,,1457.0,,,,,,,,,,,,,,111.0,105.0,,,,,,,,,,,18.0,,,1.6,,,,,,,,0.01,,,111.0,,,,1.9,,10.0,,,2.9,,,,,,,,,,,,,20.0,,4.1,,,,,,,,,,,,,,,,,,"HEWETT AND CRICKWAY, 1937","GRUY FEDERAL, INC"
16061,THUNDERING SPRING,,,,,UNITED STATES,GEORGIA,UPSON,,,,,,,,,,"5.1 MILES ESE OF WOODBURY, GA.",SPRING,,4,1935/06/12,,L/MIN,,,,SAMPLE FROM SMALL POND ALSO FED BY CREEK. MULTIPLE SPRINGS.,,,"LAMAR, W.L.",PPM,,23.0,,1438.0,,,,,,,,,,,,,,,67.0,,,,,,,,,,,10.0,,,1.8,,,,,,,,0.02,,,63.0,,,,1.8,,5.9,,,2.3,,,,,0.05,,,,,,,,16.0,,3.0,,,,,,,,,,,,,,,,,DISCHARGE IS TOTAL FOR GROUP OF SPRINGS.,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
16060,THUNDERING SPRING,,,,,UNITED STATES,GEORGIA,UPSON,,,,,,,,,,"5.1 MILES ESE OF WOODBURY, GA.",SPRING,,4,1934/04/02,,,,,,SAMPLE FROM SMALL POND ALSO FED BY CREEK. MULTIPLE SPRINGS.,,,"LAMAR, W.L.",PPM,,23.0,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,9.9,,,1.8,,,,,,,,0.03,,,61.0,,,,2.0,,5.7,,,2.1,,,,,,,,,,,,,14.0,,3.0,,,,,,,,,,,,,,,,,,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
16062,TRIBUTARY SPRING TO THUNDERING SPRING,,,,,UNITED STATES,GEORGIA,UPSON,,,,,,,,,,,SPRING,,4A,1934/04/02,,,,,,,,,"LAMAR, W.L.",PPM,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,"HEWETT AND CRICKMAY, 1937",U.S. GEOLOGICAL SURVEY
